word;last_mentioned_on;part_of_speech;meanings
tocho;;substantivo masculino;O mesmo que atocho.
tocou;;;Tocou vem do verbo tocar. O mesmo que: pegou, apalpou, encontrou, referenciou, mencionou, atingiu, obteve, alcancou, progrediu.
tocou;;;Tocar em alguma coisa. por a mao em. pegar, apalpar: tocar uma flor. tocar com as maos. produtos expostos, por favor, nao tocar. | Colocar-se em contato com alguem. encontrar: minhas maos tocaram nas dela. nossos labios se tocaram. | Mencionar algo ou alguem. referenciar: tocar num assunto delicado. tocar no cerne da questao. argumentos que nao se tocam.
todas;;pronome indefinido plural;Conjunto nao especificado de coisas ou de pessoas. quaisquer. | Numero maximo de pessoas ou coisas: todas as fichas serao queimadas?
todas;;expressao;Estar em todas. Fazer-se presente em todas as ocasioes, eventos.
todos;;pronome indefinido plural;Conjunto de coisas ou pessoas nao especificadas nem determinadas. quaisquer: todos irao ao casamento? | Numero maximo de pessoas ou coisas: todos vaiaram o discurso. machucou todos os dedos.
togar;;;
toica;;feminino;Grande vergontea de castanheiro, de que se fazem arcos para pipas. | [Portugal] Vara ou pernada alta e grossa de qualquer arvore. | O pe da cana de acucar. | [Portugal] Moita de feno grosseiro. | O mesmo que toico. | Qualquer moita: <<toica de carvalhos>>. Camillo, Mem. do Carcere.
toira;;substantivo feminino;Variacao de toura.
toiro;;substantivo masculino;Variacao de touro.
tojal;;substantivo masculino;Terreno, onde crescem tojos.
token;;;
tokyo;;;
tolar;;verbo transitivo direto e pronominal;O mesmo que atolar.
tolda;;substantivo feminino;Toldo. | A primeira coberta do navio. | Espigueiro do milho.
toldo;;substantivo masculino;Peca de lona ou de outro material propria para cobrir a entrada de uma loja, uma casa, um caminhao etc., protegendo pessoas, mercadorias, contra as intemperies.
tolho;;substantivo masculino;Peixe da costa do Algarve.
tomai;;;Tomai vem do verbo tomar. O mesmo que: capturai, conquistai, bebei, ingeri, agarrai, segurai, arrebatai, usurpai, exigi.
tomai;;;Pegar em. agarrar, segurar: tomou a bolsa e saiu. tomou do filho a bolsa. | Apoderar-se de. furtar. arrebatar. conquistar. usurpar: a cidade foi tomada ao amanhecer. | Pedir insistentemente. exigir: tomar satisfacao.
tomam;;;Tomam vem do verbo tomar. O mesmo que: capturam, conquistam, bebem, ingerem, agarram, seguram, arrebatam, usurpam, exigem.
tomam;;;Pegar em. agarrar, segurar: tomou a bolsa e saiu. tomou do filho a bolsa. | Apoderar-se de. furtar. arrebatar. conquistar. usurpar: a cidade foi tomada ao amanhecer. | Pedir insistentemente. exigir: tomar satisfacao.
tomar;;verbo transitivo direto e transitivo indireto;Pegar em. agarrar, segurar: tomou a bolsa e saiu. tomou do filho a bolsa.
tomar;;verbo transitivo direto e bitransitivo;Apoderar-se de. furtar. arrebatar. conquistar. usurpar: a cidade foi tomada ao amanhecer. | Pedir insistentemente. exigir: tomar satisfacao. | Levar com agressoes (fisicas ou morais): tomar um tapa na cara.
tomar;;verbo transitivo direto;Fazer a ingestao de. ingerir: tomou varios remedios. | Incorporar por inalacao. aspirar: tomar um ar. | Ter a posse de algo atraves da forca, da violencia. apossar: tomar um territorio indigena. | Apreender alguma coisa. confiscar: a fiscalizacao tomou seus produtos. | Mudar alguma coisa de um lugar e colocar em outro. retirar: tomou os brinquedos e levou para longe. | Adotar ou dar protecao e acolhimento: tomou uma crianca para si. | Ter uma surpresa. ficar admirado com: tomar um susto. | Ir na direcao de. apanhar: tomou o trem. | Pegar de maneira a nao soltar. segurar: tomar um corpo em fuga. | Ocupar ou preencher no tempo e no espaco: a chuva tomou o pais. | Contratar uma pessoa para um trabalho: tomou duas empregadas. | Receber: tomou uma injecao. | Dirigir-se. encaminhar-se: tomou a direcao certa. | Assumir a responsabilidade por. encarregar-se: tomar um rumo na vida. | Chegar a certo lugar. alcancar: tomar o topo do morro. | Ser usado como empecilho. obstruir: o mato tomava a trilha. | Passar a possuir determinada caracteristica. assumir: tomar uma feicao de vergonha. | Compreender alguma coisa de um certo modo. interpretar: tomou as criticas como pessoais. | Calcular o valor de alguma coisa. mensurar: tomar as medidas do vestido. | Passar a ocupar determinado lugar. usurpar: tomar o lugar do colega. | Frequentar aulas. ser instruido formalmente: tomar aulas de piano. | Ir de um lugar a outro usando meios de transportes: tomar um onibus. | Assumir as acoes de outra pessoa: tomou-lhe as dores. | [Popular] Ficar bebado. embriagar-se: tomar todas.
tomar;;verbo pronominal;Deixar-se envolver ou dominar-se: tomou-se de paixao.
tomar;;verbo transitivo direto, bitransitivo e pronominal;Sentir algo ruim. ficar emocionalmente abalado: tomar alguem de raiva. tomar-se de odio, de medo.
tomar;;verbo transitivo indireto;Seguir numa determinada direcao. ir: tomar a estrada para a praia.
tomas;;;Nome Aramaico - Significado: Gemeos.
tomba;;substantivo feminino;Pedaco de couro com que se remenda o calcado. | Retangulo, ordinariamente de couro, que se cola na lombada de um livro encadernado, contendo, impressos, o respectivo titulo e o nome do autor.
tombe;;;Tombe vem do verbo tombar. O mesmo que: caia, desabe, derrube, role, decline, incida, morra, vire.
tombe;;;Derrubar, deitar ao chao, fazer cair: a tempestade tombou os muros da rua. | Cair rolando, cair no chao: tropecou no buraco e tombou. | Ir para baixo. declinar, descair: ja o sol tombou no horizonte.
tombo;;substantivo masculino;Ato ou efeito de tombar, de fazer cair ou de cair. queda, tombamento. | Inventario ou registro de bens de raiz (terreno e construcao) com todas as suas caracteristicas e demarcacoes. | Cachoeira alta, volumosa, em queda quase vertical. | [Popular] Capacidade inata para algo. inclinacao, genio. | [Popular] Caracteristica atribuida a pessoas diligentes, cuidadosas, que fazem tudo prontamente.
tombo;;expressao;Dar o tombo em. Causar prejuizo: aquele negocio me deu um tombo de milhares de reais.
tomei;;;Tomei vem do verbo tomar. O mesmo que: capturei, conquistei, bebi, ingeri, agarrei, segurei, arrebatei, usurpei, exigi.
tomei;;;Pegar em. agarrar, segurar: tomou a bolsa e saiu. tomou do filho a bolsa. | Apoderar-se de. furtar. arrebatar. conquistar. usurpar: a cidade foi tomada ao amanhecer. | Pedir insistentemente. exigir: tomar satisfacao.
tomem;;;Tomem vem do verbo tomar. O mesmo que: capturem, conquistem, bebam, ingiram, agarrem, segurem, arrebatem, usurpem, exijam.
tomem;;;Pegar em. agarrar, segurar: tomou a bolsa e saiu. tomou do filho a bolsa. | Apoderar-se de. furtar. arrebatar. conquistar. usurpar: a cidade foi tomada ao amanhecer. | Pedir insistentemente. exigir: tomar satisfacao.
tomes;;;Tomes vem do verbo tomar. O mesmo que: captures, conquistes, bebas, ingiras, agarres, segures, arrebates, usurpes, exijas.
tomes;;;Pegar em. agarrar, segurar: tomou a bolsa e saiu. tomou do filho a bolsa. | Apoderar-se de. furtar. arrebatar. conquistar. usurpar: a cidade foi tomada ao amanhecer. | Pedir insistentemente. exigir: tomar satisfacao.
tomos;;;Tomos e o plural de tomo. O mesmo que: fasciculos.
tomos;;;Parte selecionada pela editora, em concordancia com o(s) autore(s), que corresponde ou nao ao que vai ser impresso. volume impresso. | [Figurado] Caracteristica ou atributo daquilo que possui valor. em que ha importancia. valia: este premio foi de grande tomo.  providencias administrativas de grande tomo. | [Figurado] O que serve de fundamento para. base: seu discurso nao tinha tomo.
tomou;;;Tomou vem do verbo tomar. O mesmo que: capturou, conquistou, bebeu, ingeriu, agarrou, segurou, arrebatou, usurpou, exigiu.
tomou;;;Pegar em. agarrar, segurar: tomou a bolsa e saiu. tomou do filho a bolsa. | Apoderar-se de. furtar. arrebatar. conquistar. usurpar: a cidade foi tomada ao amanhecer. | Pedir insistentemente. exigir: tomar satisfacao.
tonal;;adjetivo;Musica  Relativo ao tom ou a tonalidade.
tonar;;verbo intransitivo;[Antigo] Trovejar.
tonas;;;Tonas vem do verbo tonar.
tonas;;;[Antigo] Trovejar.
tonel;;substantivo masculino;Recipiente de madeira, formado de aduelas reunidas e presas por arcos, com dois fundos planos. | Seu conteudo: um tonel de azeite. | [Figurado] e Pop. Beberrao.
toner;;substantivo masculino;Tinta em po ou tinta liquida usada em impressoras e equipamentos eletronicos de impressao. | Recarga que contem essa tinta, tambem usada em impressoras, fotocopiadoras ou aparelhos de reproducao de documentos.
tonga;;substantivo masculino;[Etnologia] Tribo indigena de Mocambique.
tonga;;substantivo masculino;[Linguistica] Lingua polinesia falada nas ilhas de Tonga.
tonho;;;
tonta;;substantivo feminino;[Regionalismo: Rio Grande do Norte] Fandango dancado e cantado ao nascer do sol, e cujos versos improvisados devem fazer referencia ao astro.
tonto;;adjetivo;Que possui ou sente tonturas: sentia-se tonta em lugares barulhentos. | Que perdeu a razao. atordoado: estava tonto de cansaco. | Que apresenta demencia. demente ou doido: nunca gostei daquele seu amigo tonto. | [Brasil] Que se encontra bebado. embriagado: no inicio da festa, ele ja estava tonto.
tonto;;substantivo masculino;Sujeito que esta ou ficou tonto. embriagado.
topai;;;Topai vem do verbo topar. O mesmo que: entropicai, esbarrai, abalroai, chocai, tropecai, encontrai, deparai.
topai;;;Encontrar: topei (com) varios conhecidos na estrada. | Aceitar, estar de acordo com: topo sua proposta. | Bater com o pe inadvertidamente, dar uma topada: de repente, topei num dos degraus.
topam;;;Topam vem do verbo topar. O mesmo que: entropicam, esbarram, abalroam, chocam, tropecam, encontram, deparam.
topam;;;Encontrar: topei (com) varios conhecidos na estrada. | Aceitar, estar de acordo com: topo sua proposta. | Bater com o pe inadvertidamente, dar uma topada: de repente, topei num dos degraus.
topar;;verbo transitivo;Encontrar: topei (com) varios conhecidos na estrada. | Aceitar, estar de acordo com: topo sua proposta. | Bater com o pe inadvertidamente, dar uma topada: de repente, topei num dos degraus. | Atingir, tocar: a gola do casaco lhe topava nas orelhas. | Topar a parada, aceitar o desafio. | Topar a banca, jogar contra (todo o dinheiro que se encontra na banca do jogo).
topas;;;Topas vem do verbo topar. O mesmo que: entropicas, esbarras, abalroas, chocas, tropecas, encontras, deparas.
topas;;;Encontrar: topei (com) varios conhecidos na estrada. | Aceitar, estar de acordo com: topo sua proposta. | Bater com o pe inadvertidamente, dar uma topada: de repente, topei num dos degraus.
topei;;;Topei vem do verbo topar. O mesmo que: entropiquei, esbarrei, abalroei, choquei, tropecei, encontrei, deparei.
topei;;;Encontrar: topei (com) varios conhecidos na estrada. | Aceitar, estar de acordo com: topo sua proposta. | Bater com o pe inadvertidamente, dar uma topada: de repente, topei num dos degraus.
topem;;;Topem vem do verbo topar. O mesmo que: entropiquem, esbarrem, abalroem, choquem, tropecem, encontrem, deparem.
topem;;;Encontrar: topei (com) varios conhecidos na estrada. | Aceitar, estar de acordo com: topo sua proposta. | Bater com o pe inadvertidamente, dar uma topada: de repente, topei num dos degraus.
topes;;;Topes vem do verbo topar. O mesmo que: entropiques, esbarres, abalroes, choques, tropeces, encontres, depares.
topes;;;Encontrar: topei (com) varios conhecidos na estrada. | Aceitar, estar de acordo com: topo sua proposta. | Bater com o pe inadvertidamente, dar uma topada: de repente, topei num dos degraus.
topou;;;Topou vem do verbo topar. O mesmo que: entropicou, esbarrou, abalroou, chocou, tropecou, encontrou, deparou.
topou;;;Encontrar: topei (com) varios conhecidos na estrada. | Aceitar, estar de acordo com: topo sua proposta. | Bater com o pe inadvertidamente, dar uma topada: de repente, topei num dos degraus.
toque;;substantivo masculino;Acao ou efeito de tocar. contato rapido. | Ato de tanger um instrumento: toque de sino, toque de corneta. | Aperto de mao. cumprimento: da aqui um toque! | Modo pessoal de fazer alguma coisa: dei meu toque ao arranjo. | [Popular] Dica sobre alguma coisa: nao falei sobre o assunto, mas dei um toque para ver se ele entendia. | [Popular] Conselho sobre a maneira como alguem deve agir numa situacao especifica: preciso de uns toques sobre a entrevista. | Indicio de algo ou alguem desaparecido. sinal, vestigio. | Referencia rapida e sutil a um assunto determinado: nao entrarei logo no assunto. vou dar apenas um toque. | Expressao artistica, criativa. inspiracao. | Esmero artistico, pequeno alinde ou adorno. retoque. | Ato de jogar sutilmente a bola com os pes. | [Medicina] Exame feito com os dedos: toque retal. | Sinal num fruto que indica apodrecimento. | Em aviacao, primeiro contato feito por uma aeronave ao aterrissar. | Na esgrima, contato da espada com o corpo do oponente. | Sabor proprio de alguns vinhos. | Ato de mencionar, de falar rapidamente sobre. mencao: dei um toque sobre aquele assunto.
toque;;locucao adverbial;A toque de caixa. Com toda a pressa. precipitadamente.
toral;;substantivo masculino;A arte mais grossa ou forte da lanca. | [Desuso] Cabecao, em camisa de mulher.
toral;;plural;[Portugal] As duas pecas do peito da camisa.
torar;;verbo transitivo;Cortar as arvores em toros. | Partir, cortar, fazer em pedacos.
torax;;substantivo masculino;[Anatomia] Cavidade corporal, entre o pescoco e o diafragma (abdome), dentro da qual estao os pulmoes e o coracao. peito. | [Zoologia] Conjunto de aneis que, nos animais articulados, se localiza entre a cabeca e o abdome.
torco;;substantivo deverbal;Acao de torcer, de expressar uma grande vontade de que sua equipe ou clube venca: torco pelo Brasil na copa. | [Figurado] Desejo intenso para que algo se concretize ou de certo: torco pelo seu casamento!
torco;;adjetivo;De aspecto retorcido, tortuoso. | Des Acao de entortar, vergar. torcedura.
torco;;substantivo masculino;[Regionalismo: Bahia] Xale ou manta que se enrola na cabeca, como turbante.
torda;;substantivo feminino;Femea do tordo. | Torda-mergulheira: ave aquatica (Alca torda). alca.
tordo;;substantivo masculino;[Zoologia] Ave passeriforme, da familia dos muscicapideos, com o corpo coberto por penas coloridas (preto, marrom ou cinza), especialmente conhecida pelo canto. sabia.
torga;;substantivo feminino;[Botanica] Urze. | Raiz de urze, de que se faz carvao.
torgo;;substantivo masculino;O mesmo que torga: <<carvao de torgos>>. Camillo, Anathema, 108.
torio;;substantivo masculino;Simbolo quimico Th, e um elemento quimico metalico macio, radioativo, com lustro prateado.  Quando o torio e bombardeado com neutrons, transforma-se no uranio 233, um combustivel nuclear. O U-233 e usado em bombas e reatores nucleares. O torio e tambem empregado na fabricacao de ligas fortes. Alem disso, utiliza-se o torio em celulas foteletricas especiais, projetadas para medir a luz ultravioleta. No final do sec. XIX, o torio foi muito empregado na fabricacao de camisas incandescentes para iluminacao a gas. Essas camisas reluziam quando aquecidas.
torna;;substantivo feminino;O que se da a mais, ou de volta, para igualar o valor do objeto que e alvo de troca: venda de imovel com recebimento de torna. | [Juridico] Compensacao que o herdeiro mais favorecido da aos co-herdeiros para igualar a partilha da heranca. | Regresso ao lugar de onde saiu. retorna: o bom filho a casa torna. | Mudanca ou passagem de um estado ou condicao para outro(a): assim o texto se torna muito ironico. a prova nao torna o acusado inocente.
torne;;;Torne vem do verbo tornar. O mesmo que: regresse, devolva, reconduza, volte, responda, apele, altere, modifique, retorne.
torne;;;Alterar, modificar ou passar a possuir uma nova condicao, estado: ele se tornou medico. a mae tornou a filha escritora. | Retornar ao local de onde se estava. regressar: ele tornou a chegar. os tripulantes tornaram-se para o aviao. | Retornar algo a alguem. devolver: tornou o cao ao dono.
torno;;substantivo masculino;Pronuncia-se: /torno/. Acao ou efeito de tornar. | Mecanica. Maquina, que possui a capacidade de girar, dotada de um eixo estendido na horizontal, utilizado para dar acabamento em pecas - torniquete. | Tambem conhecido como: chave de torneira. | Antiga roda colocada em hospicios ou hospitais. | Pino ou prego feito em madeira de forma quadrada ou arredondada - pina.
torpe;;adjetivo;Que insulta os bons costumes. depravado: motivo torpe. | Que causa nojo. que e nojento. asqueroso: acao torpe. | Que contem macula, mancha ou sujeira. enodoado.
torpe;;adjetivo;Capaz de entorpecer. torpente, entorpecente: substancia torpe. | Que esta ou permanece sob efeito de entorpecentes. | Que demonstra timidez. acanhado, envergonhado: sujeito torpe.
torre;;substantivo feminino;Construcao muito alta, sobre base quadrada, circular, ou poligonal. | Estrutura alta de metal destinada a suportar as antenas em estacoes de radio e televisao, cabos de transmissao de energia eletrica etc. | Complexo de estrutura metalica das sondas dos pocos de petroleo. | Posto de observacao e de comando nos navios de guerra. | Campanario. | Peca do jogo de xadrez. | Torre de controle, construcao que domina a area de um aeroporto e da qual se transmitem as ordens de levantar voo e de aterrissagem. | Quimica  Torre fracionadora, aparelho de forma habitualmente cilindrica, para separacao dos diferentes corpos contidos numa mistura.
torso;;substantivo masculino;Conjunto constituido pelas espaduas, pelo torax e pela parte superior do abdome. tronco. | [Artes] Escultura que representa o corpo humano sem cabeca nem membros. | Parte superior (busco) de uma pessoa ou de uma estatua.
torso;;adjetivo;Que se torceu. torcido, torto, sinuoso. | [Arqueologia] Que tem o fuste envolvido em espiral, falando especialmente de colunas.
torta;;substantivo feminino;Especie de pastel, grande, guarnecido de creme, confeitos, frutas etc.: torta de maca. | [Brasil] Bagaco que resulta da prensagem de sementes oleaginosas (para lhes extrair o oleo) e que serve como forragem e adubo. | [Heraldica] Peca circular, sempre de esmalte.
torto;;adjetivo;Que nao e direito. | Retorcido. | Obliquo. | Vesgo: olhos tortos.
torvo;;adjetivo;Que infunde ou causa terror. aterrorizante, sinistro, pavoroso. | Que expressa ira, raiva excessiva. iracundo: olhar torvo. | Que causa uma sensacao ruim por ser muito feio. horroroso, feio.
torvo;;substantivo masculino;Propriedade do que e torvo, pavoroso, iracundo, feio. | [Antigo] O que incomoda, atrapalha, prejudica. estorvo.
tosar;;verbo transitivo direto;Cortar rente os cabelos, a relva, o pelo de um tecido: tosar o cabelo. | Cortar o pelo de animais lanigeros: tosquiar: tosar ovelhas. | Cortar exatamente da mesma maneira. aparar, acertar: tosar o jardim. | Alimentar-se de ago, geralmente de pasto: o gado tosou a pasto.
tosco;;adjetivo;Nao lapidado nem lavrado. sem lapidacao: pedra tosca. | Que conserva caracteristicas originais, sem interferencias exteriores. | Desenvolvido ou realizado sem cuidado ou refinamento. grosseiro malfeito. | Definido pelo excesso de indelicadeza, de grosseria. bronco. | Desprovido de bons costumes, sem refinamento cultural. inculto: pessoa tosca.
tosse;;substantivo feminino;Expiracao repentina e ruidosa do ar contido nos pulmoes, provocada pela irritacao das vias respiratorias. (A tosse manifesta-se isoladamente ou por acessos.).
tosta;;substantivo feminino;Torrada. biscoito em forma de torrada.
toste;;adverbio;[Antigo] De maneira rapida ou breve.
toste;;adjetivo masculino e feminino;Que age com grande agilidade, de maneira rapida ou breve.
toste;;substantivo masculino;[Antigo] Banco a que se prendiam os culpados na gale.
toste;;substantivo masculino;Saudacao ou brinde num banquete. | Ato de beber a saude de alguem.
total;;adjetivo;A que nada falta. que esta completo. inteiro: ruina total. | Sem restricoes nem limitacoes. absoluto, pleno.
total;;substantivo masculino;Conjunto das diversas partes que compoem um todo. totalidade. | [Matematica] Resultado de uma adicao. soma: o lucros da empresa somaram um total de 2 bilhoes de reais.
totos;;;Totos e o plural de toto.
touca;;substantivo feminino;Peca de vestuario que, cobrindo a parte posterior da cabeca, e usada para proteger do frio ou como acessorio. | Peca que compoe a vestimenta de freiras, cobrindo a cabeca, o pescoco e os ombros. toalhinha. | Qualquer objeto ou roupa que se pareca com uma touca. | Vestimenta composta por uma faixa que, enrolada ao redor da cabeca, da formato ao turbante. | [Popular] Modo de colocar o cabelo em torno da cabeca, para o alisar. | [Popular] Material que, resistente ao calor, e usado em tratamentos capilares.
touca;;expressao;[Popular] Dormir de touca. Deixar-se enganar. ser ludibriado. comportar-se como um bobo ou deixar de fazer um excelente negocio. vacilar: dormiu de toca e nao assinou o contrato!
touco;;substantivo masculino;O mesmo que temao (do carro). | Parte do carro, donde sai o cabecalho. | [Portugal] Por-se ao touco, resistir.
toupa;;;
toura;;substantivo feminino;Vaca esteril. | Fam Mulher irascivel, bravia. | Mulher forte e de boas cores. Variacao de toira.
touro;;substantivo masculino;Macho reprodutor da especie bovina. boi que nao foi castrado. | Nome comum dos bois da raca brava, nao castrados, usados para tourear. | [Figurado] Homem muito robusto e fogoso. | Astrologia. No zodiaco, signo de quem nasceu entre 21 de abril e 21 de maio.
touta;;substantivo feminino;Pop O alto da cabeca, topete, toutico. Variacao de toita.
toxia;;substantivo feminino;Unidade de toxidez de uma substancia capaz de matar imediatamente, em injecao endovenosa, um coelho, e que se calcula em funcao do peso desse animal, para cada quilo.
traca;;;Traca e uma palavra derivada de tracar.
traca;;;Dar tracos, riscar. marcar com tracos as linhas de corte de um pedaco de metal, um bloco de madeira ou de pedra. | Delinear, fazer a traca ou o desenho de: tracar o projeto de uma igreja. | Fazer marcacoes. marcar, assinalar. delimitar: tracar as fronteiras da nossa fazenda.
trace;;adjetivo;Relativo a Tracia, regiao ao sudeste da Europa, antigamente pertencente a Macedonia e atualmente dividida entre Grecia, Turquia e Bulgaria. tracio.
trace;;substantivo masculino;Individuo nascido na Tracia.
traco;;substantivo masculino;Linha tracada a lapis ou com qualquer outro objeto numa superficie. | Contorno de um desenho nao sombreado. | Conjunto daquilo que compoe delineando alguma coisa. delineamento: ha tracos de ironia neste texto. | Qualidade propria de algo ou alguem: observaram um traco de felicidade naquele sorriso. | Aspecto do rosto. fisionomia: tracos finos. | [Figurado] Aquilo que sobra de alguma coisa. vestigio: fugiu e nao deixou tracos. | [Figurado] Passagem de um texto, discurso. trecho. | [Popular] Pequena quantidade de bebida que se bebe de uma vez so. trago. | [Construcao] Porcentagem entre o peso e o volume, de cada um dos componentes usados na preparacao do concreto ou argamassa, sendo um deles usado como padrao.
traco;;substantivo e masculino plural;Lineamentos do rosto: pessoa de tracos finos. | Parecenca, semelhanca: tracos de familia. | Quantidade minima: tracos de albumina na urina. | [Figurado] Vestigio, rasto: nao encontraram tracos desse episodio nos historiadores.
traem;;;Traem vem do verbo trair. O mesmo que: equivocam, enganam, iludem, ludibriam, atraicoam.
traem;;;Enganar perfidamente, atraicoar: trair um amigo. | Faltar ao cumprimento de: trair seus juramentos. | Revelar: trair um segredo.
trago;;substantivo masculino;Aquilo que se bebe de uma vez so. gole: da-me um trago do seu vinho. | [Figurado] Sensacao desesperadora, de angustia, aflicao, tormento. | [Figurado] Ma sorte. azar, adversidade, infortunio.
trago;;substantivo masculino;[Anatomia] Pequeno tuberculo ou saliencia a entrada do ouvido externo, que se cobre de pelos na idade avancada.
trair;;verbo transitivo;Enganar perfidamente, atraicoar: trair um amigo. | Faltar ao cumprimento de: trair seus juramentos. | Revelar: trair um segredo. | Deformar, nao traduzir com fidelidade: trair o pensamento de alguem. | Nao ajudar, abandonar: suas forcas trairam-no.
trair;;verbo pronominal;Denunciar-se por imprudencia. comprometer-se. desnudar o pensamento: querendo disfarcar demais sua surpresa, voce acabou por se trair.
traje;;substantivo masculino;Vestuario habitual. vestes, roupa, vestimenta. | Vestuario proprio de uma profissao ou ocasiao: traje de medico. traje de gala. | [Por Extensao] O que se usa para vestir: que trajes sao estes?
trajo;;substantivo masculino;Variacao de traje.
trama;;substantivo feminino;Conjunto dos fios que os teceloes fazem passar com a lancadeira entre os fios estendidos do urdimento e transversalmente a estes. | Conjunto desses fios ja tecidos. teia: a trama de um pano. | [Literatura] Reuniao daquilo que constroi uma narrativa ou dos acontecimentos presentes nela. intriga, enredo: a trama de uma tragedia. | [Figurado] Conjunto emaranhado: a trama dos acontecimentos. | [Graficas] Tela quadriculada ou reticulada que se interpoe entre o original e a camada sensivel, no processo de similigravura (autotipia).
trame;;;Trame vem do verbo tramar. O mesmo que: maquine, enrede, conspire, intrigue, urda.
trame;;;Entrelacar a trama por urdimento. tecer. | [Figurado] Fazer intriga: tramar uma fofoca. | [Figurado] Definir metas. idealizar planos. maquinar, conceber e realizar projetos.
trans;;substantivo;[Medicina] Prefixo que indica atraves. alem de.
trapo;;substantivo masculino;Pedaco de pano velho, ou usado. farrapo. | Roupa surrada e rasgada. | Sedimento com aparencia de trapo no fundo dos recipientes que contem vinho. | [Botanica] Arbusto da familia das celastraceas. | [Figurado] Pessoa em estado de decadencia fisica e moral. | Juntar os trapos (ou os trapinhos), casar-se. | Lingua de trapos, v. LINGUA-DE-TRAPO. | [Brasil: Rio Grande do Sul] A todo o trapo, em disparada.
trara;;;
trash;;;
trata;;;Trata vem do verbo tratar. O mesmo que: medica, palestra, discute, versa, cuida, discorre, cura, remedeia, sana.
trata;;;Receber cuidados medicos ou cuidar dos problemas de saude de alguem: os medicos tratavam o cancer. eles tratavam o cancer com quimioterapia. tratavam o paciente com cuidado. tratou-se num hospital em Sao Paulo. | Comportar-se de certo modo: tratamos o professor com respeito. | Versar. ser a razao ou a tematica de: a palestra trata do alcoolismo.
trate;;;Trate vem do verbo tratar. O mesmo que: medique, palestre, discuta, verse, cuide, discorra, cure, remedeie, sane.
trate;;;Receber cuidados medicos ou cuidar dos problemas de saude de alguem: os medicos tratavam o cancer. eles tratavam o cancer com quimioterapia. tratavam o paciente com cuidado. tratou-se num hospital em Sao Paulo. | Comportar-se de certo modo: tratamos o professor com respeito. | Versar. ser a razao ou a tematica de: a palestra trata do alcoolismo.
trato;;substantivo masculino;Acao de tratar. tratamento: dispensar bom trato aos hospedes. | Convivencia, contato, intimidade: o trato com pessoas ilustres. | Modo ou maneira de alguem se portar: pessoa de fino trato. | Ajuste, combinacao: o nosso trato nao foi esse. | Extensao de terra. | Trecho, extensao de alguma coisa: trato intestinal. | Decurso, lapso de tempo. | [Anatomia] Feixe de fibras nervosas que tem a mesma origem, funcao e terminacao. | Liturgia. Salmodia de andamento arrastado que se reza nas missas de requiem e nas da quaresma. | [Popular] Dar tratos a bola, excitar a imaginacao.
trave;;substantivo feminino;Construcao. Viga de madeira que liga duas asnas. O mesmo que linha ou tirante. | Trava. | Barrote. | Futebol. Cada uma das barras da baliza do gol.
travo;;substantivo masculino;Sabor adstringente de qualquer comida ou bebida. amargor. | [Figurado] Impressao desagradavel. amargura.
treco;;substantivo masculino;[Popular] Aquilo que nao se sabe definir ou nomear.
trela;;substantivo feminino;Correia a que vai preso o cao. | [Figurado] Tagarelice, conversa. | [Brasil] Fig. Travessura, traquinada. | Dar trela, dar folga, dar licenca: deu-lhes trela para fazerem o que quisessem. aceitar e ate incentivar os galanteios, a corte. dar confianca, intimidade. incentivar habilmente, puxar alguem a conversa ou a confissoes: deu-lhe trela e acabou senhor de todos os segredos do outro.
trema;;substantivo masculino;[Gramatica] Sinal composto de dois pontos que, colocado sobre uma vogal, modifica sua pronuncia. | [Gramatica] Na Lingua Portuguesa, era usado sobre o u nas silabas que e qui. gue e gui (antes em aguentar, linguica, sequencia, tranquilo). | [Gramatica] Continua sendo usado em portugues nos nomes proprios, como Muller (que se pronuncia miler) e nas palavras derivadas desses nomes, como mulleriano.
treme;;;Treme vem do verbo tremer. O mesmo que: tremeleia, tremelica. | Treme vem do verbo tremar.
treme;;;Ser agitado por pequenos movimentos: o solo tremeu as descargas da artilharia. | Convulsionar-se por frio, medo etc.: tremer de frio. | Variar rapidamente de intensidade (um som): tremeu a voz da cantora. | Decompor, destramar (os fios de).
tremi;;;Tremi vem do verbo tremer. O mesmo que: tremeleei, tremeliquei.
tremi;;;Ser agitado por pequenos movimentos: o solo tremeu as descargas da artilharia. | Convulsionar-se por frio, medo etc.: tremer de frio. | Variar rapidamente de intensidade (um som): tremeu a voz da cantora.
trena;;substantivo feminino;Fita metrica que, feita em metal com medidas entre os 10 e os 25 metros de comprimento, e usada para medir terrenos ou quaisquer outras superficies. | Fita metrica usada por pessoas que trabalham na confeccao de roupas. | A corda que da movimento ao piao. | Fita de seda, geralmente enfeitada com ouro ou prata, usada para atar os cabelos. | [Por Extensao] Tranca. porcao de cabelos entrelacados.
treno;;substantivo masculino;Canto plangente, lamentacao funebre ou elegia.
treno;;substantivo masculino;Acao de treinar, O mesmo que treino.
trens;;;Trens e o plural de trem. O mesmo que: inuteis, coisas, vestes, bafagens, caravanas, comboios, comitivas, imprestaveis, sequitos.
trens;;;Conjunto de vagoes ferroviarios ligados entre si e puxados por uma locomotiva. comboio. | [Popular] Conjunto de panelas e utensilios necessarios a cozinha. | Grupo de pessoas que segue outras. comitiva, sequito, caravana.
trepa;;substantivo feminino;Pop  Coca, sova, tunda. | Critica acerba, repreensao.
